time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,ofsted_inspection,number_of_2_year_olds,percentage_of_2_year_olds,number_of_3_4_year_olds,percentage_of_3_4_year_olds
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,15-hour entitlement,Good,400,73,4100,67
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,15-hour entitlement,Requires improvement,9,2,160,3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,15-hour entitlement,Inadequate,0,0,63,1
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,15-hour entitlement,No match,127,19,494,7
2022,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Total,z,z,348126,z
2022,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Matched Ofsted judgement,z,z,305151,100
2022,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Outstanding,z,z,76387,25
2022,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Good,z,z,215211,71
2022,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Requires improvement,z,z,9763,3
2022,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Inadequate,z,z,3790,1
2022,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,No match,z,z,42975,12
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,30-hour entitlement,Total,z,z,16302,z
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,30-hour entitlement,Matched Ofsted judgement,z,z,15183,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,30-hour entitlement,Outstanding,z,z,4425,29
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,30-hour entitlement,Good,z,z,10163,67
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,30-hour entitlement,Requires improvement,z,z,409,3
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,30-hour entitlement,Inadequate,z,z,186,1
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,30-hour entitlement,No match,z,z,1119,7
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,30-hour entitlement,Total,z,z,53123,z
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,30-hour entitlement,Matched Ofsted judgement,z,z,45734,100
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,30-hour entitlement,Outstanding,z,z,12966,28
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,30-hour entitlement,Good,z,z,30955,68
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,30-hour entitlement,Requires improvement,z,z,1534,3
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,30-hour entitlement,Inadequate,z,z,279,1
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,30-hour entitlement,No match,z,z,7389,14
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,30-hour entitlement,Total,z,z,35632,z
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,30-hour entitlement,Matched Ofsted judgement,z,z,32145,100
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,30-hour entitlement,Outstanding,z,z,7424,23
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,30-hour entitlement,Good,z,z,23105,72
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,30-hour entitlement,Requires improvement,z,z,1128,4
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,30-hour entitlement,Inadequate,z,z,488,2
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,30-hour entitlement,No match,z,z,3487,10
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,30-hour entitlement,Total,z,z,31180,z
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,30-hour entitlement,Matched Ofsted judgement,z,z,26946,100
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,30-hour entitlement,Outstanding,z,z,6234,23
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,30-hour entitlement,Good,z,z,19378,72
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,30-hour entitlement,Requires improvement,z,z,990,4
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,30-hour entitlement,Inadequate,z,z,344,1
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,30-hour entitlement,No match,z,z,4234,14
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,30-hour entitlement,Total,z,z,36564,z
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,30-hour entitlement,Matched Ofsted judgement,z,z,31252,100
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,30-hour entitlement,Outstanding,z,z,7774,25
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,30-hour entitlement,Good,z,z,21802,70
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,30-hour entitlement,Requires improvement,z,z,1166,4
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,30-hour entitlement,Inadequate,z,z,510,2
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,30-hour entitlement,No match,z,z,5312,15
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,30-hour entitlement,Total,z,z,38854,z
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,30-hour entitlement,Matched Ofsted judgement,z,z,34443,100
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,30-hour entitlement,Outstanding,z,z,9422,27
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,30-hour entitlement,Good,z,z,23482,68
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,30-hour entitlement,Requires improvement,z,z,976,3
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,30-hour entitlement,Inadequate,z,z,563,2
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,30-hour entitlement,No match,z,z,4411,11
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,30-hour entitlement,Total,z,z,41010,z
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,30-hour entitlement,Matched Ofsted judgement,z,z,36273,100
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,30-hour entitlement,Outstanding,z,z,9249,25
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,30-hour entitlement,Good,z,z,25173,69
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,30-hour entitlement,Requires improvement,z,z,1285,4
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,30-hour entitlement,Inadequate,z,z,566,2
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,30-hour entitlement,No match,z,z,4737,12
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,30-hour entitlement,Total,z,z,57359,z
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,30-hour entitlement,Matched Ofsted judgement,z,z,50135,100
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,30-hour entitlement,Outstanding,z,z,11525,23
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,30-hour entitlement,Good,z,z,36864,74
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,30-hour entitlement,Requires improvement,z,z,1260,3
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,30-hour entitlement,Inadequate,z,z,486,1
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,30-hour entitlement,No match,z,z,7224,13
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,30-hour entitlement,Total,z,z,38102,z
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,30-hour entitlement,Matched Ofsted judgement,z,z,33040,100
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,30-hour entitlement,Outstanding,z,z,7368,22
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,30-hour entitlement,Good,z,z,24289,74
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,30-hour entitlement,Requires improvement,z,z,1015,3
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,30-hour entitlement,Inadequate,z,z,368,1
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,30-hour entitlement,No match,z,z,5062,13
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,30-hour entitlement,Total,z,z,13448,z
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,30-hour entitlement,Matched Ofsted judgement,z,z,12089,100
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,30-hour entitlement,Outstanding,z,z,3646,30
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,30-hour entitlement,Good,z,z,7486,62
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,30-hour entitlement,Requires improvement,z,z,655,5
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,30-hour entitlement,Inadequate,z,z,302,2
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,30-hour entitlement,No match,z,z,1359,10
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,30-hour entitlement,Total,z,z,27562,z
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,30-hour entitlement,Matched Ofsted judgement,z,z,24184,100
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,30-hour entitlement,Outstanding,z,z,5603,23
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,30-hour entitlement,Good,z,z,17687,73
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,30-hour entitlement,Requires improvement,z,z,630,3
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,30-hour entitlement,Inadequate,z,z,264,1
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,30-hour entitlement,No match,z,z,3378,12
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,30-hour entitlement,Total,z,z,775,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,30-hour entitlement,Matched Ofsted judgement,z,z,713,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,30-hour entitlement,Outstanding,z,z,134,19
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,30-hour entitlement,Good,z,z,523,73
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,30-hour entitlement,Requires improvement,z,z,56,8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,30-hour entitlement,Inadequate,z,z,0,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,30-hour entitlement,No match,z,z,62,8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,30-hour entitlement,Total,z,z,3264,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,30-hour entitlement,Matched Ofsted judgement,z,z,2952,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,30-hour entitlement,Outstanding,z,z,1035,35
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,30-hour entitlement,Good,z,z,1786,61
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,30-hour entitlement,Requires improvement,z,z,123,4
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,30-hour entitlement,Inadequate,z,z,8,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,30-hour entitlement,No match,z,z,312,10
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,30-hour entitlement,Total,z,z,1418,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,30-hour entitlement,Matched Ofsted judgement,z,z,1331,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,30-hour entitlement,Outstanding,z,z,380,29
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,30-hour entitlement,Good,z,z,816,61
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,30-hour entitlement,Requires improvement,z,z,32,2
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,30-hour entitlement,Inadequate,z,z,103,8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,30-hour entitlement,No match,z,z,87,6
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,30-hour entitlement,Total,z,z,454,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,30-hour entitlement,Matched Ofsted judgement,z,z,409,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,30-hour entitlement,Outstanding,z,z,98,24
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,30-hour entitlement,Good,z,z,282,69
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,30-hour entitlement,Requires improvement,z,z,0,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,30-hour entitlement,Inadequate,z,z,29,7
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,30-hour entitlement,No match,z,z,45,10
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,30-hour entitlement,Total,z,z,732,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,30-hour entitlement,Matched Ofsted judgement,z,z,707,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,30-hour entitlement,Outstanding,z,z,58,8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,30-hour entitlement,Good,z,z,633,90
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,30-hour entitlement,Requires improvement,z,z,16,2
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,30-hour entitlement,Inadequate,z,z,0,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,30-hour entitlement,No match,z,z,25,3
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,30-hour entitlement,Total,z,z,1565,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,30-hour entitlement,Matched Ofsted judgement,z,z,1493,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,30-hour entitlement,Outstanding,z,z,474,32
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,30-hour entitlement,Good,z,z,1014,68
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,30-hour entitlement,Requires improvement,z,z,5,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,30-hour entitlement,Inadequate,z,z,0,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,30-hour entitlement,No match,z,z,72,5
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,30-hour entitlement,Total,z,z,1638,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,30-hour entitlement,Matched Ofsted judgement,z,z,1570,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,30-hour entitlement,Outstanding,z,z,564,36
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,30-hour entitlement,Good,z,z,964,61
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,30-hour entitlement,Requires improvement,z,z,42,3
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,30-hour entitlement,Inadequate,z,z,0,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,30-hour entitlement,No match,z,z,68,4
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,30-hour entitlement,Total,z,z,2159,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,30-hour entitlement,Matched Ofsted judgement,z,z,1948,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,30-hour entitlement,Outstanding,z,z,363,19
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,30-hour entitlement,Good,z,z,1483,76
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,30-hour entitlement,Requires improvement,z,z,81,4
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,30-hour entitlement,Inadequate,z,z,21,1
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,30-hour entitlement,No match,z,z,211,10
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,30-hour entitlement,Total,z,z,599,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,30-hour entitlement,Matched Ofsted judgement,z,z,581,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,30-hour entitlement,Outstanding,z,z,108,19
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,30-hour entitlement,Good,z,z,452,78
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,30-hour entitlement,Requires improvement,z,z,21,4
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,30-hour entitlement,Inadequate,z,z,0,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,30-hour entitlement,No match,z,z,18,3
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,30-hour entitlement,Total,z,z,864,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,30-hour entitlement,Matched Ofsted judgement,z,z,754,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,30-hour entitlement,Outstanding,z,z,415,55
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,30-hour entitlement,Good,z,z,334,44
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,30-hour entitlement,Requires improvement,z,z,0,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,30-hour entitlement,Inadequate,z,z,5,1
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,30-hour entitlement,No match,z,z,110,13
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,30-hour entitlement,Total,z,z,1179,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,30-hour entitlement,Matched Ofsted judgement,z,z,1122,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,30-hour entitlement,Outstanding,z,z,262,23
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,30-hour entitlement,Good,z,z,848,76
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,30-hour entitlement,Requires improvement,z,z,10,1
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,30-hour entitlement,Inadequate,z,z,2,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,30-hour entitlement,No match,z,z,57,5
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,30-hour entitlement,Total,z,z,1655,z
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,30-hour entitlement,Matched Ofsted judgement,z,z,1603,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,30-hour entitlement,Outstanding,z,z,534,33
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,30-hour entitlement,Good,z,z,1028,64
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,30-hour entitlement,Requires improvement,z,z,23,1
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,30-hour entitlement,Inadequate,z,z,18,1
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,30-hour entitlement,No match,z,z,52,3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,30-hour entitlement,Total,z,z,880,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,30-hour entitlement,Matched Ofsted judgement,z,z,771,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,30-hour entitlement,Outstanding,z,z,198,26
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,30-hour entitlement,Good,z,z,539,70
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,30-hour entitlement,Requires improvement,z,z,33,4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,30-hour entitlement,Inadequate,z,z,1,0
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,30-hour entitlement,No match,z,z,109,12
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,30-hour entitlement,Total,z,z,850,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,30-hour entitlement,Matched Ofsted judgement,z,z,580,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,30-hour entitlement,Outstanding,z,z,20,3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,30-hour entitlement,Good,z,z,549,95
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,30-hour entitlement,Requires improvement,z,z,5,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,30-hour entitlement,Inadequate,z,z,6,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,30-hour entitlement,No match,z,z,270,32
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,30-hour entitlement,Total,z,z,1998,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,30-hour entitlement,Matched Ofsted judgement,z,z,1661,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,30-hour entitlement,Outstanding,z,z,476,29
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,30-hour entitlement,Good,z,z,1144,69
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,30-hour entitlement,Requires improvement,z,z,25,2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,30-hour entitlement,Inadequate,z,z,16,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,30-hour entitlement,No match,z,z,337,17
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,30-hour entitlement,Total,z,z,1517,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,30-hour entitlement,Matched Ofsted judgement,z,z,1322,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,30-hour entitlement,Outstanding,z,z,428,32
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,30-hour entitlement,Good,z,z,786,59
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,30-hour entitlement,Requires improvement,z,z,65,5
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,30-hour entitlement,Inadequate,z,z,43,3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,30-hour entitlement,No match,z,z,195,13
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,30-hour entitlement,Total,z,z,3215,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,30-hour entitlement,Matched Ofsted judgement,z,z,2474,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,30-hour entitlement,Outstanding,z,z,771,31
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,30-hour entitlement,Good,z,z,1601,65
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,30-hour entitlement,Requires improvement,z,z,89,4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,30-hour entitlement,Inadequate,z,z,13,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,30-hour entitlement,No match,z,z,741,23
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,30-hour entitlement,Total,z,z,2691,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,30-hour entitlement,Matched Ofsted judgement,z,z,2191,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,30-hour entitlement,Outstanding,z,z,648,30
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,30-hour entitlement,Good,z,z,1489,68
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,30-hour entitlement,Requires improvement,z,z,43,2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,30-hour entitlement,Inadequate,z,z,11,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,30-hour entitlement,No match,z,z,500,19
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,30-hour entitlement,Total,z,z,3772,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,30-hour entitlement,Matched Ofsted judgement,z,z,3643,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,30-hour entitlement,Outstanding,z,z,955,26
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,30-hour entitlement,Good,z,z,2551,70
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,30-hour entitlement,Requires improvement,z,z,114,3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,30-hour entitlement,Inadequate,z,z,23,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,30-hour entitlement,No match,z,z,129,3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,30-hour entitlement,Total,z,z,861,z
