time_period,time_identifier,geographic_level,country_code,country_name,characteristic,characteristic_type,gender,elg_category,number_of_pupils,emerging_number,expected_number,exceeded_number,emerging_percent,expected_percent,exceeded_percent
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,Moving and handling,8186,1145,5788,1253,14,71,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,Moving and handling,20363,1655,13940,4768,8,68,23
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,Moving and handling,9902,410,6686,2806,4,68,28
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,Moving and handling,10461,1245,7254,1962,12,69,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,Moving and handling,27141,3859,19827,3455,14,73,13
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,Moving and handling,13184,1181,9849,2154,9,75,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,Moving and handling,13957,2678,9978,1301,19,71,9
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,Moving and handling,10212,1426,7151,1635,14,70,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,Moving and handling,4993,398,3602,993,8,72,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,Moving and handling,5219,1028,3549,642,20,68,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,Moving and handling,11469,1321,8008,2140,12,70,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,Moving and handling,5569,362,3887,1320,7,70,24
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,Moving and handling,5900,959,4121,820,16,70,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,Moving and handling,5270,607,3846,817,12,73,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,Moving and handling,2554,167,1888,499,7,74,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,Moving and handling,2716,440,1958,318,16,72,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,Moving and handling,21432,2868,14929,3635,13,70,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,Moving and handling,10474,754,7487,2233,7,71,21
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,Moving and handling,10958,2114,7442,1402,19,68,13
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,Moving and handling,4434,591,3137,706,13,71,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,Moving and handling,2172,161,1590,421,7,73,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,Moving and handling,2262,430,1547,285,19,68,13
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,Moving and handling,3002,198,1894,910,7,63,30
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,Moving and handling,1413,58,841,514,4,60,36
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,Moving and handling,1589,140,1053,396,9,66,25
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,Moving and handling,12048,1565,8693,1790,13,72,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,Moving and handling,5889,467,4338,1084,8,74,18
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,Moving and handling,6159,1098,4355,706,18,71,11
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,Moving and handling,22487,3491,15001,3995,16,67,18
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,Moving and handling,10973,1191,7347,2435,11,67,22
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,Moving and handling,11514,2300,7654,1560,20,66,14
201819,Academic year,National,E92000001,England,English as another language,English,Total,Moving and handling,500066,51646,355188,93232,10,71,19
201819,Academic year,National,E92000001,England,English as another language,English,Girls,Moving and handling,244135,14179,172283,57673,6,71,24
201819,Academic year,National,E92000001,England,English as another language,English,Boys,Moving and handling,255931,37467,182905,35559,15,71,14
201819,Academic year,National,E92000001,England,English as another language,Other than English,Total,Moving and handling,123805,15038,88554,20213,12,72,16
201819,Academic year,National,E92000001,England,English as another language,Other than English,Girls,Moving and handling,60043,4272,43453,12318,7,72,21
201819,Academic year,National,E92000001,England,English as another language,Other than English,Boys,Moving and handling,63762,10766,45101,7895,17,71,12
201819,Academic year,National,E92000001,England,English as another language,unclassified,Total,Moving and handling,15075,2624,9743,2708,17,65,18
201819,Academic year,National,E92000001,England,English as another language,unclassified,Girls,Moving and handling,7343,934,4806,1603,13,65,22
201819,Academic year,National,E92000001,England,English as another language,unclassified,Boys,Moving and handling,7732,1690,4937,1105,22,64,14
201819,Academic year,National,E92000001,England,FSM,FSM,Total,Moving and handling,89742,16789,64503,8450,19,72,9
201819,Academic year,National,E92000001,England,FSM,FSM,Girls,Moving and handling,43796,5186,33238,5372,12,76,12
201819,Academic year,National,E92000001,England,FSM,FSM,Boys,Moving and handling,45946,11603,31265,3078,25,68,7
201819,Academic year,National,E92000001,England,FSM,All other pupils,Total,Moving and handling,549204,52519,388982,107703,10,71,20
201819,Academic year,National,E92000001,England,FSM,All other pupils,Girls,Moving and handling,267725,14199,187304,66222,5,70,25
201819,Academic year,National,E92000001,England,FSM,All other pupils,Boys,Moving and handling,281479,38320,201678,41481,14,72,15
201819,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,Moving and handling,217750,15816,143516,58418,7,66,27
201819,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,Moving and handling,105754,4020,66564,35170,4,63,33
201819,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,Moving and handling,111996,11796,76952,23248,11,69,21
201819,Academic year,National,E92000001,England,Month of birth,Spring born,Total,Moving and handling,204940,20702,148531,35707,10,72,17
201819,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,Moving and handling,100062,5684,72219,22159,6,72,22
201819,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,Moving and handling,104878,15018,76312,13548,14,73,13
201819,Academic year,National,E92000001,England,Month of birth,Summer born,Total,Moving and handling,216256,32790,161438,22028,15,75,10
201819,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,Moving and handling,105705,9681,81759,14265,9,77,13
201819,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,Moving and handling,110551,23109,79679,7763,21,72,7
201819,Academic year,National,E92000001,England,SEN,All SEN,Total,Moving and handling,61237,29879,29360,1998,49,48,3
201819,Academic year,National,E92000001,England,SEN,All SEN,Girls,Moving and handling,18080,7434,9800,846,41,54,5
201819,Academic year,National,E92000001,England,SEN,All SEN,Boys,Moving and handling,43157,22445,19560,1152,52,45,3
201819,Academic year,National,E92000001,England,SEN,No identified SEN,Total,Moving and handling,564913,37001,416039,111873,7,74,20
201819,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,Moving and handling,287233,11061,206760,69412,4,72,24
201819,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,Moving and handling,277680,25940,209279,42461,9,75,15
201819,Academic year,National,E92000001,England,SEN,SEN support,Total,Moving and handling,50490,20810,27744,1936,41,55,4
201819,Academic year,National,E92000001,England,SEN,SEN support,Girls,Moving and handling,15075,4931,9324,820,33,62,5
201819,Academic year,National,E92000001,England,SEN,SEN support,Boys,Moving and handling,35415,15879,18420,1116,45,52,3
201819,Academic year,National,E92000001,England,SEN,SEN statement,Total,Moving and handling,10747,9069,1616,62,84,15,1
201819,Academic year,National,E92000001,England,SEN,SEN statement,Girls,Moving and handling,3005,2503,476,26,83,16,1
201819,Academic year,National,E92000001,England,SEN,SEN statement,Boys,Moving and handling,7742,6566,1140,36,85,15,0
201819,Academic year,National,E92000001,England,SEN,unclassified,Total,Moving and handling,12796,2428,8086,2282,19,63,18
201819,Academic year,National,E92000001,England,SEN,unclassified,Girls,Moving and handling,6208,890,3982,1336,14,64,22
201819,Academic year,National,E92000001,England,SEN,unclassified,Boys,Moving and handling,6588,1538,4104,946,23,62,14
201819,Academic year,National,E92000001,England, , ,Total,Health and self-care,638946,57849,452933,128164,9,71,20
201819,Academic year,National,E92000001,England, , ,Girls,Health and self-care,311521,17770,218205,75546,6,70,24
201819,Academic year,National,E92000001,England, , ,Boys,Health and self-care,327425,40079,234728,52618,12,72,16
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,Health and self-care,459403,36964,327174,95265,8,71,21
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,Health and self-care,224063,11303,156361,56399,5,70,25
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,Health and self-care,235340,25661,170813,38866,11,73,17
201819,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,Health and self-care,41685,3490,29180,9015,8,70,22
201819,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,Health and self-care,20335,994,14054,5287,5,69,26
201819,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,Health and self-care,21350,2496,15126,3728,12,71,17
201819,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,Health and self-care,69185,8238,49084,11863,12,71,17
201819,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,Health and self-care,33648,2507,24300,6841,7,72,20
201819,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,Health and self-care,35537,5731,24784,5022,16,70,14
201819,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,Health and self-care,31136,3864,22120,5152,12,71,17
201819,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,Health and self-care,15200,1078,11054,3068,7,73,20
201819,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,Health and self-care,15936,2786,11066,2084,17,69,13
201819,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,Health and self-care,3002,256,2056,690,9,68,23
201819,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,Health and self-care,1413,88,954,371,6,68,26
201819,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,Health and self-care,1589,168,1102,319,11,69,20
201819,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,Health and self-care,12048,1703,8677,1668,14,72,14
201819,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,Health and self-care,5889,561,4369,959,10,74,16
201819,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,Health and self-care,6159,1142,4308,709,19,70,12
201819,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,Health and self-care,22487,3334,14642,4511,15,65,20
201819,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,Health and self-care,10973,1239,7113,2621,11,65,24
201819,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,Health and self-care,11514,2095,7529,1890,18,65,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,Health and self-care,409675,30881,291328,87466,8,71,21
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,Health and self-care,199805,9336,138772,51697,5,69,26
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,Health and self-care,209870,21545,152556,35769,10,73,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,Health and self-care,1551,122,1011,418,8,65,27
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,Health and self-care,777,34,503,240,4,65,31
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,Health and self-care,774,88,508,178,11,66,23
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,Health and self-care,665,144,453,68,22,68,10
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,Health and self-care,335,50,245,40,15,73,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,Health and self-care,330,94,208,28,28,63,8
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,Health and self-care,2151,484,1534,133,23,71,6
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,Health and self-care,1081,177,819,85,16,76,8
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,Health and self-care,1070,307,715,48,29,67,4
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,Health and self-care,45361,5333,32848,7180,12,72,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,Health and self-care,22065,1706,16022,4337,8,73,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,Health and self-care,23296,3627,16826,2843,16,72,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,Health and self-care,9814,794,7197,1823,8,73,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,Health and self-care,4901,240,3565,1096,5,73,22
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,Health and self-care,4913,554,3632,727,11,74,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,Health and self-care,5777,536,4017,1224,9,70,21
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,Health and self-care,2807,152,1929,726,5,69,26
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,Health and self-care,2970,384,2088,498,13,70,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,Health and self-care,10305,778,6937,2590,8,67,25
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,Health and self-care,5024,209,3301,1514,4,66,30
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,Health and self-care,5281,569,3636,1076,11,69,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,Health and self-care,15789,1382,11029,3378,9,70,21
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,Health and self-care,7603,393,5259,1951,5,69,26
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,Health and self-care,8186,989,5770,1427,12,70,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,Health and self-care,20363,1633,14045,4685,8,69,23
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,Health and self-care,9902,450,6823,2629,5,69,27
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,Health and self-care,10461,1183,7222,2056,11,69,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,Health and self-care,27141,3719,19744,3678,14,73,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,Health and self-care,13184,1189,9821,2174,9,74,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,Health and self-care,13957,2530,9923,1504,18,71,11
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,Health and self-care,10212,1476,7151,1585,14,70,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,Health and self-care,4993,442,3607,944,9,72,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,Health and self-care,5219,1034,3544,641,20,68,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,Health and self-care,11469,1410,8144,1915,12,71,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,Health and self-care,5569,426,4049,1094,8,73,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,Health and self-care,5900,984,4095,821,17,69,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,Health and self-care,5270,538,3887,845,10,74,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,Health and self-care,2554,157,1910,487,6,75,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,Health and self-care,2716,381,1977,358,14,73,13
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,Health and self-care,21432,2760,15086,3586,13,70,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,Health and self-care,10474,766,7539,2169,7,72,21
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,Health and self-care,10958,1994,7547,1417,18,69,13
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,Health and self-care,4434,566,3147,721,13,71,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,Health and self-care,2172,155,1605,412,7,74,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,Health and self-care,2262,411,1542,309,18,68,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,Health and self-care,3002,256,2056,690,9,68,23
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,Health and self-care,1413,88,954,371,6,68,26
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,Health and self-care,1589,168,1102,319,11,69,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,Health and self-care,12048,1703,8677,1668,14,72,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,Health and self-care,5889,561,4369,959,10,74,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,Health and self-care,6159,1142,4308,709,19,70,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,Health and self-care,22487,3334,14642,4511,15,65,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,Health and self-care,10973,1239,7113,2621,11,65,24
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,Health and self-care,11514,2095,7529,1890,18,65,16
201819,Academic year,National,E92000001,England,English as another language,English,Total,Health and self-care,500066,38981,354559,106526,8,71,21
201819,Academic year,National,E92000001,England,English as another language,English,Girls,Health and self-care,244135,11642,169629,62864,5,69,26
201819,Academic year,National,E92000001,England,English as another language,English,Boys,Health and self-care,255931,27339,184930,43662,11,72,17
201819,Academic year,National,E92000001,England,English as another language,Other than English,Total,Health and self-care,123805,16275,88998,18532,13,72,15
201819,Academic year,National,E92000001,England,English as another language,Other than English,Girls,Health and self-care,60043,5128,43998,10917,9,73,18
201819,Academic year,National,E92000001,England,English as another language,Other than English,Boys,Health and self-care,63762,11147,45000,7615,17,71,12
201819,Academic year,National,E92000001,England,English as another language,unclassified,Total,Health and self-care,15075,2593,9376,3106,17,62,21
201819,Academic year,National,E92000001,England,English as another language,unclassified,Girls,Health and self-care,7343,1000,4578,1765,14,62,24
201819,Academic year,National,E92000001,England,English as another language,unclassified,Boys,Health and self-care,7732,1593,4798,1341,21,62,17
201819,Academic year,National,E92000001,England,FSM,FSM,Total,Health and self-care,89742,14128,66376,9238,16,74,10
201819,Academic year,National,E92000001,England,FSM,FSM,Girls,Health and self-care,43796,4567,33526,5703,10,77,13
201819,Academic year,National,E92000001,England,FSM,FSM,Boys,Health and self-care,45946,9561,32850,3535,21,71,8
201819,Academic year,National,E92000001,England,FSM,All other pupils,Total,Health and self-care,549204,43721,386557,118926,8,70,22
201819,Academic year,National,E92000001,England,FSM,All other pupils,Girls,Health and self-care,267725,13203,184679,69843,5,69,26
201819,Academic year,National,E92000001,England,FSM,All other pupils,Boys,Health and self-care,281479,30518,201878,49083,11,72,17
201819,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,Health and self-care,217750,13956,140867,62927,6,65,29
201819,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,Health and self-care,105754,3943,65621,36190,4,62,34
201819,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,Health and self-care,111996,10013,75246,26737,9,67,24
201819,Academic year,National,E92000001,England,Month of birth,Spring born,Total,Health and self-care,204940,17301,147967,39672,8,72,19
201819,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,Health and self-care,100062,5253,71197,23612,5,71,24
201819,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,Health and self-care,104878,12048,76770,16060,11,73,15
201819,Academic year,National,E92000001,England,Month of birth,Summer born,Total,Health and self-care,216256,26592,164099,25565,12,76,12
201819,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,Health and self-care,105705,8574,81387,15744,8,77,15
201819,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,Health and self-care,110551,18018,82712,9821,16,75,9
201819,Academic year,National,E92000001,England,SEN,All SEN,Total,Health and self-care,61237,28243,30709,2285,46,50,4
201819,Academic year,National,E92000001,England,SEN,All SEN,Girls,Health and self-care,18080,7313,9868,899,40,55,5
201819,Academic year,National,E92000001,England,SEN,All SEN,Boys,Health and self-care,43157,20930,20841,1386,48,48,3
201819,Academic year,National,E92000001,England,SEN,No identified SEN,Total,Health and self-care,564913,27144,414579,123190,5,73,22
201819,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,Health and self-care,287233,9491,204614,73128,3,71,25
201819,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,Health and self-care,277680,17653,209965,50062,6,76,18
201819,Academic year,National,E92000001,England,SEN,SEN support,Total,Health and self-care,50490,19032,29245,2213,38,58,4
201819,Academic year,National,E92000001,England,SEN,SEN support,Girls,Health and self-care,15075,4765,9439,871,32,63,6
201819,Academic year,National,E92000001,England,SEN,SEN support,Boys,Health and self-care,35415,14267,19806,1342,40,56,4
201819,Academic year,National,E92000001,England,SEN,SEN statement,Total,Health and self-care,10747,9211,1464,72,86,14,1
201819,Academic year,National,E92000001,England,SEN,SEN statement,Girls,Health and self-care,3005,2548,429,28,85,14,1
201819,Academic year,National,E92000001,England,SEN,SEN statement,Boys,Health and self-care,7742,6663,1035,44,86,13,1
201819,Academic year,National,E92000001,England,SEN,unclassified,Total,Health and self-care,12796,2462,7645,2689,19,60,21
201819,Academic year,National,E92000001,England,SEN,unclassified,Girls,Health and self-care,6208,966,3723,1519,16,60,24
201819,Academic year,National,E92000001,England,SEN,unclassified,Boys,Health and self-care,6588,1496,3922,1170,23,60,18
201819,Academic year,National,E92000001,England, , ,Total,Self confidence and self awareness,638946,73635,448087,117224,12,70,18
201819,Academic year,National,E92000001,England, , ,Girls,Self confidence and self awareness,311521,24225,219939,67357,8,71,22
201819,Academic year,National,E92000001,England, , ,Boys,Self confidence and self awareness,327425,49410,228148,49867,15,70,15
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,Self confidence and self awareness,459403,47374,323981,88048,10,71,19
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,Self confidence and self awareness,224063,15463,158049,50551,7,71,23
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,Self confidence and self awareness,235340,31911,165932,37497,14,71,16
201819,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,Self confidence and self awareness,41685,4637,28971,8077,11,69,19
201819,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,Self confidence and self awareness,20335,1455,14220,4660,7,70,23
201819,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,Self confidence and self awareness,21350,3182,14751,3417,15,69,16
201819,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,Self confidence and self awareness,69185,10205,48375,10605,15,70,15
201819,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,Self confidence and self awareness,33648,3360,24234,6054,10,72,18
201819,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,Self confidence and self awareness,35537,6845,24141,4551,19,68,13
201819,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,Self confidence and self awareness,31136,4794,21530,4812,15,69,15
201819,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,Self confidence and self awareness,15200,1450,10877,2873,10,72,19
201819,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,Self confidence and self awareness,15936,3344,10653,1939,21,67,12
201819,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,Self confidence and self awareness,3002,395,2105,502,13,70,17
201819,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,Self confidence and self awareness,1413,153,1001,259,11,71,18
201819,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,Self confidence and self awareness,1589,242,1104,243,15,69,15
201819,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,Self confidence and self awareness,12048,2149,8431,1468,18,70,12
201819,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,Self confidence and self awareness,5889,762,4272,855,13,73,15
201819,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,Self confidence and self awareness,6159,1387,4159,613,23,68,10
201819,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,Self confidence and self awareness,22487,4081,14694,3712,18,65,17
201819,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,Self confidence and self awareness,10973,1582,7286,2105,14,66,19
201819,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,Self confidence and self awareness,11514,2499,7408,1607,22,64,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,Self confidence and self awareness,409675,39349,289215,81111,10,71,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,Self confidence and self awareness,199805,12706,140607,46492,6,70,23
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,Self confidence and self awareness,209870,26643,148608,34619,13,71,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,Self confidence and self awareness,1551,136,1030,385,9,66,25
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,Self confidence and self awareness,777,43,507,227,6,65,29
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,Self confidence and self awareness,774,93,523,158,12,68,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,Self confidence and self awareness,665,164,437,64,25,66,10
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,Self confidence and self awareness,335,61,239,35,18,71,10
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,Self confidence and self awareness,330,103,198,29,31,60,9
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,Self confidence and self awareness,2151,576,1451,124,27,67,6
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,Self confidence and self awareness,1081,222,777,82,21,72,8
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,Self confidence and self awareness,1070,354,674,42,33,63,4
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,Self confidence and self awareness,45361,7149,31848,6364,16,70,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,Self confidence and self awareness,22065,2431,15919,3715,11,72,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,Self confidence and self awareness,23296,4718,15929,2649,20,68,11
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,Self confidence and self awareness,9814,1063,7072,1679,11,72,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,Self confidence and self awareness,4901,342,3559,1000,7,73,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,Self confidence and self awareness,4913,721,3513,679,15,72,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,Self confidence and self awareness,5777,715,3989,1073,12,69,19
